,artist,track
3006,DaBaby,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX
3007,Ozuna,Caramelo
3008,NLE Choppa,Shotta Flow 5
3009,"Pop Smoke, Rowdy Rebel",Make It Rain
3010,Nea,Some Say - Felix Jaehn Remix
3011,Bosh,Djomb - Bien ou quoi
3012,Shablo,M' Manc (con Geolier & Sfera Ebbasta)
3013,Lil Baby,Emotionally Scarred
3014,"Ufo361, CÉLINE",Emotions 2.0
3015,Conkarah,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix
3016,Vance Joy,Riptide
3017,BTS,Stay Gold
3018,Tyga,VACATION
3019,Bonez MC,Big Body Benz
3020,Beyoncé,BLACK PARADE
3021,"Capital Bra, Bozza",Ich weiß nicht mal wie sie heißt
3022,A Boogie Wit da Hoodie,Bleed
3023,J. Cole,Snow On Tha Bluff
3024,Lil Baby,We Paid (feat. 42 Dugg)
3025,Curtis Waters,Stunnin' (feat. Harm Franklin)
3026,Wallows,Are You Bored Yet? (feat. Clairo)
3027,Peach Tree Rascals,Mariposa
3028,BLACKPINK,How You Like That
3029,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
3030,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad
3031,Aya Nakamura,Djadja (feat. Maluma) - Remix
3032,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA)
3033,"Miksu / Macloud, Summer Cem, Luciano, Jamule",XXL
3034,Trevor Daniel,Past Life (with Selena Gomez)
3035,"Kanye West, Travis Scott",Wash Us In The Blood
3036,Megan Thee Stallion,Girls in the Hood
3037,Polo G,21
3038,Bring Me The Horizon,Parasite Eve
3039,"Feid, J Balvin, Justin Quiles","PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix"
3040,iann dior,Prospect (ft. Lil Baby)
3041,"Boomdabash, Alessandra Amoroso",Karaoke
3042,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch)
3043,Pop Smoke,For The Night (feat. Lil Baby & DaBaby)
3044,Pop Smoke,Got It On Me
3045,Apache 207,Bläulich
3046,Pop Smoke,Gangstas
3047,Pop Smoke,Aim For The Moon (feat. Quavo)
3048,Pop Smoke,44 BullDog
3049,Pop Smoke,Make It Rain (feat. Rowdy Rebel)
3050,Pop Smoke,Mood Swings (feat. Lil Tjay)
3051,Pop Smoke,Something Special
3052,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)"
3053,Pop Smoke,Creature (feat. Swae Lee)
3054,Pop Smoke,Yea Yea
3055,Pop Smoke,Enjoy Yourself (feat. Karol G)
3056,Pop Smoke,What You Know Bout Love
3057,Pop Smoke,Bad Bitch From Tokyo (Intro)
3058,Pop Smoke,Snitching (feat. Quavo & Future)
3059,Pop Smoke,West Coast Shit (feat. Tyga & Quavo)
3060,Juice WRLD,Life's A Mess (feat. Halsey)
3061,6ix9ine,YAYA
3062,Pop Smoke,Tunnel Vision (Outro)
3063,Anuel AA,Narcos
3064,Anuel AA,El Manual
3065,Juanfran,Como Llora
3066,Juice WRLD,Come & Go (with Marshmello)
3067,Juice WRLD,Wishing Well
3068,Juice WRLD,Conversations
3069,"StaySolidRocky, Lil Uzi Vert",Party Girl (Remix)
3070,"Juice WRLD, Polo G",Hate The Other Side (with Marshmello & The Kid Laroi)
3071,Juice WRLD,Titanic
3072,Juice WRLD,Blood On My Jeans
3073,Juice WRLD,Bad Energy
3074,Juice WRLD,Fighting Demons
3075,Juice WRLD,Stay High
3076,Juice WRLD,Up Up And Away
3077,Juice WRLD,Screw Juice
3078,Juice WRLD,I Want It
3079,Juice WRLD,Man Of The Year
3080,Juice WRLD,Can't Die
3081,Kid Cudi,The Adventures of Moon Man & Slim Shady (with Eminem)
3082,Rauw Alejandro,Tattoo - Remix with Camilo
3083,Juice WRLD,Anxiety - Intro
3084,Rod Wave,Rags2Riches (feat. ATR Son Son)
3085,Tainy,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie"
3086,Juice WRLD,Juice WRLD Speaks From Heaven - Outro
3087,Juice WRLD,"The Man, The Myth, The Legend - Interlude"
3088,Kontra K,Tiefschwarz (feat. Samra)
3089,Tate McRae,you broke me first
3090,Kane Brown,Be Like That - feat. Swae Lee & Khalid
3091,Red Velvet - IRENE & SEULGI,Monster
3092,"Robin Schulz, Wes",Alane
3093,Joel Corry,Head & Heart (feat. MNEK)
3094,KAROL G,"Ay, DiOs Mío!"
3095,"VIZE, Tom Gregory",Never Let Me Down
3096,Camilo,El Mismo Aire - con Pablo Alborán
3097,DJ Khaled,POPSTAR (feat. Drake)
3098,DJ Khaled,GREECE (feat. Drake)
3099,"Kygo, Tina Turner",What's Love Got to Do with It
3100,Aya Nakamura,Jolie nana
3101,"Headie One, Drake",Only You Freestyle
3102,One Direction,What Makes You Beautiful
3103,Luciano,Never Know (feat. SHIRIN DAVID)
3104,"El Alfa, Chael Produciendo",Singapur
3105,Taylor Swift,cardigan
3106,Taylor Swift,exile (feat. Bon Iver)
3107,Taylor Swift,the 1
3108,Taylor Swift,the last great american dynasty
3109,Taylor Swift,my tears ricochet
3110,Taylor Swift,august
3111,Taylor Swift,mirrorball
3112,Taylor Swift,seven
3113,"J Balvin, Dua Lipa, Bad Bunny",UN DIA (ONE DAY) (Feat. Tainy)
3114,Taylor Swift,invisible string
3115,Taylor Swift,this is me trying
3116,Taylor Swift,illicit affairs
3117,Taylor Swift,betty
3118,Taylor Swift,mad woman
3119,Taylor Swift,epiphany
3120,Taylor Swift,peace
3121,Taylor Swift,hoax
3122,"Trueno, Bizarrap, Taiu, TATOOL",Mamichula - con Nicki Nicole
3123,Maroon 5,Nobody's Love
3124,J. Cole,Lion King On Ice
3125,Logic,Perfect
3126,J. Cole,The Climb Back
3127,Apache 207,Unterwegs
3128,Conan Gray,Heather
3129,"Capital Bra, Clueso, KC Rebell",Andere Welt
3130,Jason Derulo,Take You Dancing
3131,The Kid LAROI,TELL ME WHY
3132,"Ufo361, Sonus030",Shit Changed
3133,Niack,Oh Juliana
3134,One Direction,Story of My Life
3135,Logic,Hit My Line
3136,Billie Eilish,my future
3137,Maluma,Hawái
3138,Sam Smith,My Oasis (feat. Burna Boy)
3139,A$AP Ferg,Move Ya Hips (feat. Nicki Minaj & MadeinTYO)
3140,Apache 207,Sie ruft
3141,Bonez MC,Tilidin Weg
3142,"Future, Lil Uzi Vert",Over Your Head
3143,BØRNS,Electric Love
3144,NLE Choppa,Narrow Road (feat. Lil Baby)
3145,"Jason Derulo, Puri, Jhorrmountain",Coño
3146,Cardi B,WAP (feat. Megan Thee Stallion)
3147,Juice WRLD,Smile (with The Weeknd)
3148,Machine Gun Kelly,my ex's best friend (with blackbear)
3149,"Joji, Diplo",Daylight
3150,Saweetie,Tap In
3151,DaBaby,BLIND (feat. Young Thug)
3152,24kGoldn,Mood (feat. iann dior)
3153,Doja Cat,Freak
3154,Labrinth,Still Don't Know My Name
3155,6ix9ine,PUNANI
3156,"Jowell & Randy, J Balvin",Anaranjado
3157,Rod Wave,Rags2Riches 2 (feat. Lil Baby)
3158,twocolors,Lovefool
3159,Drake,Laugh Now Cry Later (feat. Lil Durk)
3160,Miley Cyrus,Midnight Sky
3161,Morgan Wallen,7 Summers
3162,"Internet Money, Gunna, Don Toliver, NAV",Lemonade
3163,Super Yei,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)"
3164,Dua Lipa,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]
3165,"Kendrick Lamar, Jay Rock",Money Trees
3166,BANNERS,Someone To You
3167,"KitschKrieg, Jamule, SFR",Unterwegs
3168,Miley Cyrus,When I Look At You
3169,BTS,Dynamite
3170,Travis Scott,"The Plan - From the Motion Picture ""TENET"""
3171,KHEA,Ayer Me Llamó Mi Ex (feat. Lenny Santos)
3172,ITZY,Not Shy
3173,Jerry Di,Mi Cuarto
3174,"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",Bande organisée
3175,"Maluma, Lenny Tavárez",Parce (feat. Justin Quiles)
3176,"Ozuna, KAROL G, Myke Towers",Caramelo - Remix
3177,Headie One,Ain't It Different (feat. AJ Tracey & Stormzy)
3178,"Capital Bra, Cro",Frühstück in Paris
3179,Maluma,ADMV
3180,"Bausa, Juju",2012
3181,Manuel Turizo,Quiéreme Mientras Se Pueda
3182,blackbear,if i were u (with Lauv)
3183,Polo G,Martin & Gina
3184,BLACKPINK,Ice Cream (with Selena Gomez)
3185,Calvin Harris,Over Now (with The Weeknd)
3186,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)"
3187,Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd)
3188,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",THE BADDEST
3189,Katy Perry,Cry About It Later
3190,Maluma,Madrid (feat. Myke Towers)
3191,Justin Quiles,Jeans
3192,Bea Miller,feel something
3193,Cordae,Gifted (feat. Roddy Ricch)
3194,Dalex,+Linda
3195,Jonas Esticado,Investe Em Mim
3196,The Neighbourhood,Sweater Weather
3197,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix
3198,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",Hit Different
3199,"Ozuna, Doja Cat, Sia",Del Mar
3200,salem ilese,Mad at Disney
3201,Big Sean,Wolves (feat. Post Malone)
3202,WhoHeem,Lets Link
3203,Bonez MC,Fuckst mich nur ab
3204,Big Sean,Lithuania (feat. Travis Scott)
3205,Saweetie,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)"
3206,Farruko,La Tóxica
3207,Pop Smoke,Hello (feat. A Boogie Wit da Hoodie)
3208,"Ozuna, Camilo",Despeinada
3209,Master KG,Jerusalema (feat. Nomcebo Zikode)
3210,Lil Peep,Star Shopping
3211,"Marshmello, Demi Lovato",OK Not To Be OK
3212,"Ozuna, J Balvin, Chencho Corleone",Una Locura
3213,"Daddy Yankee, Anuel AA, Kendo Kaponi",Don Don
3214,"Clean Bandit, Mabel",Tick Tock (feat. 24kGoldn)
3215,Ritt Momney,Put Your Records On
3216,Vedo,You Got It
3217,Matuê,Máquina do Tempo
3218,Money Man,24 (feat. Lil Baby)
3219,"Bonez MC, Maxwell",Ihr Hobby
3220,"Ofenbach, Quarterhead",Head Shoulders Knees & Toes (feat. Norma Jean Martine)
3221,Justin Bieber,Holy (feat. Chance The Rapper)
3222,Anitta,Me Gusta (with Cardi B & Myke Towers)
3223,Sam Smith,Diamonds
3224,Lele Pons,Se Te Nota (with Guaynaa)
3225,Ashnikko,Daisy
3226,"Damso, Hamza",BXL ZOO
3227,Damso,DEUX TOILES DE MER
3228,Lil Tecca,Dolly (with Lil Uzi Vert)
3229,"Kygo, Donna Summer",Hot Stuff
3230,Ava Max,Who's Laughing Now
3231,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.)
3232,ZAYN,Better
3233,Camilo,Vida de Rico
3234,Machine Gun Kelly,forget me too (feat. Halsey)
3235,Joji,Your Man
3236,Joji,Ew
3237,Fleetwood Mac,Dreams - 2004 Remaster
3238,Polo G,Epidemic
3239,Machine Gun Kelly,bloody valentine
3240,Joji,MODUS
3241,Joji,Tick Tock
3242,Joji,Pretty Boy (feat. Lil Yachty)
3243,"Joji, BENEE",Afterthought
3244,Machine Gun Kelly,drunk face
3245,BLACKPINK,Lovesick Girls
3246,BLACKPINK,Bet You Wanna (feat. Cardi B)
3247,Shawn Mendes,Wonder
3248,BLACKPINK,Pretty Savage
3249,"21 Savage, Metro Boomin",Runnin
3250,"21 Savage, Metro Boomin",Mr. Right Now (feat. Drake)
3251,BLACKPINK,Crazy Over You
3252,BLACKPINK,Love To Hate Me
3253,"Jawsh 685, Jason Derulo",Savage Love (Laxed – Siren Beat) [BTS Remix]
3254,BLACKPINK,You Never Know
3255,"21 Savage, Metro Boomin",Glock In My Lap
3256,"21 Savage, Metro Boomin",Rich Nigga Shit (feat. Young Thug)
3257,"21 Savage, Metro Boomin",Many Men
3258,"21 Savage, Metro Boomin",Slidin
3259,Bryson Tiller,Outta Time (feat. Drake)
3260,"21 Savage, Metro Boomin",My Dawg
3261,Clairo,Sofia
3262,"21 Savage, Metro Boomin",Snitches & Rats (feat. Young Nudy)
3263,"21 Savage, Metro Boomin",Brand New Draco
3264,Dua Lipa,Levitating (feat. DaBaby)
3265,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival)
3266,Internet Money,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]
3267,"21 Savage, Metro Boomin",No Opp Left Behind
3268,"21 Savage, Metro Boomin",RIP Luv
3269,"Wisin, Myke Towers, Los Legendarios",Mi Niña
3270,"21 Savage, Metro Boomin",Steppin On Niggas
3271,The Neighbourhood,Daddy Issues
3272,Bebe Rexha,"Baby, I'm Jealous (feat. Doja Cat)"
3273,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota
3274,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",Bande organisée
3275,Os Barões Da Pisadinha,Recairei - Ao Vivo
3276,Justin Bieber,Lonely (with benny blanco)
3277,Fousheé,Deep End
3278,James Arthur,Train Wreck
3279,"Lauv, Conan Gray",Fake
3280,G-Eazy,Hate The Way (feat. blackbear)
3281,Rauw Alejandro,Enchule
3282,Lana Del Rey,Let Me Love You Like A Woman
3283,Ariana Grande,positions
3284,Luke Combs,Forever After All
3285,Ty Dolla $ign,Spicy (feat. Post Malone)
3286,Jack Harlow,Tyler Herro
3287,The Kid LAROI,SO DONE
3288,Bonez MC,Angeklagt
3289,"Sebastian Yatra, Guaynaa",Chica Ideal
3290,Little Mix,Sweet Melody
3291,KAROL G,BICHOTA
3292,TWICE,I CAN'T STOP ME
3293,MAX,Blueberry Eyes (feat. SUGA of BTS)
3294,"Cali Y El Dandee, Danna Paola",Nada
3295,CJ,Whoopty
3296,"Octavian, Skepta",Papi Chulo
3297,"CORPSE, Savage Ga$p",E-GIRLS ARE RUINING MY LIFE!
3298,"Nelly Furtado, Timbaland",Promiscuous
3299,DDG,Moonwalking in Calabasas (feat. Blueface) - Remix
3300,Adele,Someone Like You
3301,"Bad Bunny, Jhay Cortez",DÁKITI
3302,Ariana Grande,34+35
3303,Ariana Grande,motive (with Doja Cat)
3304,Ariana Grande,off the table (with The Weeknd)
3305,Ariana Grande,pov
3306,Ariana Grande,just like magic
3307,Ariana Grande,shut up
3308,Ariana Grande,safety net (feat. Ty Dolla $ign)
3309,Ariana Grande,nasty
3310,Ariana Grande,my hair
3311,Ariana Grande,six thirty
3312,Ariana Grande,obvious
3313,Ariana Grande,love language
3314,Ariana Grande,west side
3315,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",MORE
3316,"Dua Lipa, Angèle",Fever
3317,"Rauw Alejandro, Anuel AA",Reloj
3318,MEDUZA,Paradise (feat. Dermot Kennedy)
3319,Tiësto,The Business
3320,Sam Smith,Kids Again
3321,Pink Sweat$,At My Worst
3322,"Maluma, The Weeknd",Hawái - Remix
3323,24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior"
3324,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer
3325,"Sech, J Balvin",La Luz
3326,The Kid LAROI,ALWAYS DO
3327,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money)
3328,Billie Eilish,Therefore I Am
3329,Lil Nas X,HOLIDAY
3330,"Future, Lil Uzi Vert",Drankin N Smokin
3331,"Rauw Alejandro, J Balvin",De Cora <3
3332,"Future, Lil Uzi Vert",Stripes Like Burberry
3333,"Future, Lil Uzi Vert",That’s It
3334,HVME,Goosebumps
3335,Coldplay,Yellow
3336,BTS,Life Goes On
3337,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber)
3338,Miley Cyrus,Prisoner (feat. Dua Lipa)
3339,BTS,Fly To My Room
3340,BTS,Blue & Grey
3341,BTS,Telepathy
3342,BTS,Dis-ease
3343,BTS,Stay
3344,BTS,Skit
3345,Sfera Ebbasta,Baby (with J Balvin)
3346,Megan Thee Stallion,Body
3347,Morgan Wallen,Somebody’s Problem
3348,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres
3349,"Nicky Jam, Myke Towers",Polvo
3350,Sfera Ebbasta,Tik Tok (feat. Marracash & Guè Pequeno)
3351,Sfera Ebbasta,Abracadabra (feat. Future)
3352,Justin Timberlake,Mirrors
3353,Sfera Ebbasta,Hollywood (feat. Diplo)
3354,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE
3355,Bad Bunny,TE MUDASTE
3356,Bad Bunny,YO VISTO ASÍ
3357,Bad Bunny,HACIENDO QUE ME AMAS
3358,Bad Bunny,TE DESEO LO MEJOR
3359,Bad Bunny,BOOKER T
3360,Bad Bunny,HOY COBRÉ
3361,Bad Bunny,LA DROGA
3362,Bad Bunny,MALDITA POBREZA
3363,Bad Bunny,EL MUNDO ES MÍO
3364,Bad Bunny,ANTES QUE SE ACABE
3365,"Bad Bunny, ABRA",SORRY PAPI
3366,Bad Bunny,120
3367,Bad Bunny,TRELLAS
3368,Miley Cyrus,Angels Like You
3369,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010
3370,Boza,Hecha Pa' Mi
3371,Trio Vegabajeño,CANTARES DE NAVIDAD
3372,Miley Cyrus,Plastic Hearts
3373,Studio Killers,Jenny (I Wanna Ruin Our Friendship)
3374,"Migrantes, Alico",Si Me Tomo Una Cerveza
3375,The Kid LAROI,WITHOUT YOU
3376,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011
3377,Juice WRLD,Real Shit (with benny blanco)
3378,Shawn Mendes,Teach Me How To Love
3379,The Weeknd,Blinding Lights (with ROSALÍA) - Remix
3380,"Camilo, El Alfa",BEBÉ
3381,Lil Baby,Errbody
3382,"Bizarrap, Nathy Peluso","Nathy Peluso: Bzrp Music Sessions, Vol. 36"
3383,Taylor Swift,willow
3384,Taylor Swift,champagne problems
3385,Taylor Swift,"no body, no crime (feat. HAIM)"
3386,Taylor Swift,gold rush
3387,Taylor Swift,‘tis the damn season
3388,Taylor Swift,tolerate it
3389,Taylor Swift,happiness
3390,Taylor Swift,ivy
3391,Taylor Swift,dorothea
3392,Taylor Swift,coney island (feat. The National)
3393,Taylor Swift,evermore (feat. Bon Iver)
3394,Taylor Swift,long story short
3395,Kid Cudi,Tequila Shots
3396,Taylor Swift,cowboy like me
3397,Kid Cudi,Show Out (with Skepta & Pop Smoke)
3398,Taylor Swift,marjorie
3399,Taylor Swift,closure
3400,"Juice WRLD, The Kid LAROI",Reminds Me Of You
3401,Kid Cudi,She Knows This
3402,Sia,Snowman
3403,Kid Cudi,Another Day
3404,Jack Harlow,Way Out (feat. Big Sean)
3405,Kid Cudi,"Solo Dolo, Pt. III"
3406,Kid Cudi,Dive
3407,Kid Cudi,Heaven On Earth
3408,Kid Cudi,Sad People
3409,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track"
3410,Kid Cudi,Damaged
3411,Kid Cudi,Beautiful Trip
3412,Kid Cudi,The Void
3413,Ava Max,Christmas Without You
3414,Eminem,Gnat
3415,Idina Menzel,Baby It's Cold Outside (duet with Michael Bublé)
3416,"Black Eyed Peas, Shakira",GIRL LIKE ME
3417,Ed Sheeran,Afterglow
3418,Shawn Mendes,The Christmas Song (Shawn Mendes & Camila Cabello)
3419,"Myke Towers, Juhn",Bandido
3420,Liam Payne,Naughty List (with Dixie D’Amelio)
3421,Mariah Carey,Oh Santa! (feat. Ariana Grande & Jennifer Hudson)
3422,Bing Crosby,Do You Hear What I Hear? - Remastered 2006
3423,Eagles,Please Come Home for Christmas - 2013 Remaster
3424,Meghan Trainor,My Kind Of Present
